OP,state_change,0,2025-01-05 21:04:39,0,0,0,0,0
ON,state_change,0,2025-01-05 21:04:39,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:04:40,0,0,0,0,0
OP,state_change,0,2025-01-05 21:04:40,0,0,0,0,0
OP,state_change,0,2025-01-05 21:04:41,0,0,0,0,0
ON,state_change,0,2025-01-05 21:04:41,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:04:42,0,0,0,0,0
OP,state_change,0,2025-01-05 21:04:42,0,0,0,0,0
ON,state_change,0,2025-01-05 21:04:43,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:04:43,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:04:44,0,0,0,0,0
OP,state_change,0,2025-01-05 21:04:44,0,0,0,0,0
ON,state_change,0,2025-01-05 21:04:45,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:04:45,0,0,0,0,0
OP,state_change,0,2025-01-05 21:04:46,0,0,0,0,0
ON,state_change,0,2025-01-05 21:04:46,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:20:37,0,0,0,0,0
OP,state_change,0,2025-01-05 21:20:37,0,0,0,0,0
ON,state_change,0,2025-01-05 21:20:38,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:20:38,0,0,0,0,0
OP,state_change,0,2025-01-05 21:20:39,0,0,0,0,0
ON,state_change,0,2025-01-05 21:20:39,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:29:46,0,0,0,0,0
OP,state_change,0,2025-01-05 21:29:47,0,0,0,0,0
ON,state_change,0,2025-01-05 21:29:47,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:29:48,0,0,0,0,0
OP,state_change,0,2025-01-05 21:29:48,0,0,0,0,0
ON,state_change,0,2025-01-05 21:29:49,0,0,0,0,0
OFF,state_change,0,2025-01-05 21:55:35,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:00:54,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:02:14,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:02:42,0,0,0,0,0
OP,state_change,0,2025-01-05 22:02:43,0,0,0,0,0
ON,state_change,0,2025-01-05 22:02:43,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:02:44,0,0,0,0,0
ON,state_change,0,2025-01-05 22:02:45,0,0,0,0,0
ON,state_change,0,2025-01-05 22:12:27,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:12:27,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:12:28,0,0,0,0,0
OP,state_change,0,2025-01-05 22:12:26,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:12:26,0,0,0,0,0
ON,state_change,0,2025-01-05 22:12:27,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:12:27,0,0,0,0,0
ON,state_change,0,2025-01-05 22:12:28,0,0,0,0,0
ON,state_change,0,2025-01-05 22:14:00,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:14:01,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:14:01,0,0,0,0,0
OP,state_change,0,2025-01-05 22:14:02,0,0,0,0,0
ON,state_change,0,2025-01-05 22:14:02,0,0,0,0,0
OP,state_change,0,2025-01-05 22:14:03,0,0,0,0,0
ON,state_change,0,2025-01-05 22:14:03,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:14:04,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:20:27,0,0,0,0,0
OP,state_change,0,2025-01-05 22:21:18,0,0,0,0,0
OP,state_change,0,2025-01-05 22:22:46,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:24:42,0,0,0,0,0
OP,state_change,0,2025-01-05 22:24:42,0,0,0,0,0
ON,state_change,0,2025-01-05 22:24:43,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:24:43,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:25:37,0,0,0,0,0
OP,state_change,0,2025-01-05 22:26:21,0,0,0,0,0
OP,state_change,0,2025-01-05 22:27:25,0,0,0,0,0
ON,state_change,0,2025-01-05 22:29:55,0,0,0,0,0
ON,state_change,0,2025-01-05 22:37:12,0,0,0,0,0
ON,state_change,0,2025-01-05 22:38:01,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:38:02,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:38:02,0,0,0,0,0
OP,state_change,0,2025-01-05 22:38:03,0,0,0,0,0
ON,state_change,0,2025-01-05 22:38:03,0,0,0,0,0
OP,state_change,0,2025-01-05 22:38:04,0,0,0,0,0
ON,state_change,0,2025-01-05 22:38:04,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:38:05,0,0,0,0,0
OP,state_change,0,2025-01-05 22:41:45,0,0,0,0,0
OP,state_change,0,2025-01-05 22:44:04,0,0,0,0,0
OP,state_change,0,2025-01-05 22:45:48,0,0,0,0,0
ON,state_change,0,2025-01-05 22:45:48,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:47:59,0,0,0,0,0
OP,state_change,0,2025-01-05 22:47:59,0,0,0,0,0
OP,state_change,0,2025-01-05 22:48:00,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:48:00,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:48:01,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:48:01,0,0,0,0,0
OFF,state_change,0,2025-01-05 22:48:02,0,0,0,0,0
OP,state_change,0,2025-01-05 22:49:25,0,0,0,0,0
ON,state_change,0,2025-01-05 22:51:39,0,0,0,0,0
