Timestamp,Temperature (°C),Humidity (%)
2024-11-24 13:57:12,27.10,53.00
2024-11-24 13:57:14,27.20,57.00
2024-11-24 13:57:16,27.60,63.00
2024-11-24 13:57:18,28.00,67.00
2024-11-24 13:57:20,28.50,67.00
2024-11-24 13:57:22,28.50,68.00
2024-11-24 13:57:24,28.90,69.00
2024-11-24 13:57:26,29.80,70.00
2024-11-24 13:57:28,30.30,69.00
2024-11-24 13:57:30,31.20,67.00
2024-11-24 13:57:32,31.70,61.00
2024-11-24 13:57:34,31.80,55.00
2024-11-24 13:57:36,32.30,52.00
2024-11-24 13:57:38,32.80,48.00
2024-11-24 13:57:40,32.80,45.00
2024-11-24 13:57:42,33.30,41.00
2024-11-24 13:57:44,33.30,39.00
2024-11-24 13:57:46,33.30,37.00
2024-11-24 13:57:48,33.40,36.00
2024-11-24 13:57:50,33.70,35.00
2024-11-24 13:57:52,33.70,34.00
2024-11-24 13:57:54,33.70,32.00
2024-11-24 13:57:56,33.70,31.00
2024-11-24 13:57:58,33.70,31.00
2024-11-24 13:58:00,33.70,31.00
2024-11-24 13:58:02,33.30,30.00
2024-11-24 13:58:04,33.30,30.00
2024-11-24 13:58:06,33.30,30.00
2024-11-24 13:58:08,33.30,29.00
2024-11-24 13:58:10,33.30,29.00
2024-11-24 13:58:12,33.20,29.00
2024-11-24 13:58:14,33.10,28.00
2024-11-24 13:58:16,32.80,29.00
2024-11-24 13:58:19,32.80,29.00
2024-11-24 13:58:21,32.80,29.00
2024-11-24 13:58:23,32.70,29.00
2024-11-24 13:58:25,32.30,29.00
2024-11-24 13:58:27,32.30,29.00
2024-11-24 13:58:29,32.30,29.00
2024-11-24 13:58:31,32.30,28.00
2024-11-24 13:58:33,32.10,35.00
2024-11-24 13:58:35,31.80,58.00
2024-11-24 13:58:37,31.80,60.00
2024-11-24 13:58:39,31.80,50.00
2024-11-24 13:58:41,31.30,47.00
2024-11-24 13:58:43,31.30,47.00
2024-11-24 13:58:45,30.80,45.00
2024-11-24 13:58:47,30.80,43.00
2024-11-24 13:58:49,30.80,41.00
2024-11-24 13:58:51,30.80,41.00
2024-11-24 13:58:53,30.30,43.00
2024-11-24 13:58:55,30.20,46.00
2024-11-24 13:58:57,30.20,43.00
2024-11-24 13:58:59,30.10,42.00
2024-11-24 13:59:01,29.80,41.00
2024-11-24 13:59:03,29.80,40.00
2024-11-24 13:59:05,29.80,39.00
2024-11-24 13:59:07,29.80,38.00
2024-11-24 13:59:09,29.80,38.00
2024-11-24 13:59:11,29.30,37.00
2024-11-24 13:59:13,29.30,37.00
2024-11-24 13:59:15,29.30,36.00
2024-11-24 13:59:17,29.30,36.00
2024-11-24 13:59:19,29.30,36.00
2024-11-24 13:59:21,29.30,35.00
2024-11-24 13:59:23,29.30,35.00
2024-11-24 13:59:25,28.90,35.00
2024-11-24 13:59:27,28.90,35.00
2024-11-24 13:59:29,28.90,35.00
2024-11-24 13:59:31,28.90,34.00
2024-11-24 13:59:33,28.90,34.00
2024-11-24 13:59:35,28.90,34.00
2024-11-24 13:59:37,28.90,34.00
2024-11-24 13:59:40,28.90,34.00
2024-11-24 13:59:42,28.60,34.00
2024-11-24 13:59:44,28.50,34.00
2024-11-24 13:59:46,28.50,34.00
2024-11-24 13:59:48,28.50,34.00
2024-11-24 13:59:50,28.50,34.00
2024-11-24 13:59:52,28.50,34.00
2024-11-24 13:59:54,28.50,34.00
Timestamp,Temperature (°C),Humidity (%),Event
2024-11-24 14:18:37,25.30,40.00,
2024-11-24 14:18:39,25.30,40.00,
2024-11-24 14:18:41,25.30,40.00,
2024-11-24 14:18:43,25.30,40.00,
2024-11-24 14:18:45,25.30,40.00,
2024-11-24 14:18:47,25.30,40.00,
2024-11-24 14:18:49,25.30,41.00,
2024-11-24 14:18:51,25.30,42.00,
2024-11-24 14:18:53,25.30,43.00,
2024-11-24 14:18:55,25.30,44.00,
2024-11-24 14:18:57,25.30,45.00,
2024-11-24 14:18:57,,,LED de humidade ligado
2024-11-24 14:18:59,25.80,48.00,
2024-11-24 14:19:01,25.80,53.00,
2024-11-24 14:19:03,26.20,57.00,
2024-11-24 14:19:05,26.70,62.00,
2024-11-24 14:19:07,27.10,67.00,
2024-11-24 14:19:09,27.60,72.00,
2024-11-24 14:19:11,28.00,72.00,
2024-11-24 14:19:13,28.50,75.00,
2024-11-24 14:19:15,28.90,75.00,
2024-11-24 14:19:17,29.30,74.00,
2024-11-24 14:19:19,29.80,75.00,
2024-11-24 14:19:21,30.70,73.00,
2024-11-24 14:19:21,,,LED de temperatura ligado
2024-11-24 14:19:23,31.20,71.00,
2024-11-24 14:19:25,31.30,71.00,
2024-11-24 14:19:28,31.80,67.00,
2024-11-24 14:19:30,32.30,61.00,
2024-11-24 14:19:32,32.50,54.00,
2024-11-24 14:19:34,32.80,50.00,
2024-11-24 14:19:36,32.80,46.00,
2024-11-24 14:19:38,33.20,42.00,
2024-11-24 14:19:38,,,LED de humidade desligado
2024-11-24 14:19:40,33.30,40.00,
2024-11-24 14:19:42,33.30,39.00,
2024-11-24 14:19:44,33.30,37.00,
2024-11-24 14:19:46,33.30,36.00,
2024-11-24 14:19:48,33.30,35.00,
2024-11-24 14:19:50,33.30,35.00,
2024-11-24 14:19:52,33.30,34.00,
2024-11-24 14:19:54,33.30,33.00,
2024-11-24 14:19:56,33.30,33.00,
2024-11-24 14:19:58,33.30,32.00,
2024-11-24 14:20:00,33.20,32.00,
2024-11-24 14:20:02,33.10,31.00,
2024-11-24 14:20:04,32.80,32.00,
2024-11-24 14:20:06,32.80,32.00,
2024-11-24 14:20:08,32.80,32.00,
2024-11-24 14:20:10,32.80,32.00,
2024-11-24 14:20:12,32.80,32.00,
2024-11-24 14:20:14,32.70,32.00,
2024-11-24 14:20:16,32.30,32.00,
2024-11-24 14:20:18,32.30,32.00,
2024-11-24 14:20:20,32.30,31.00,
2024-11-24 14:20:22,32.30,31.00,
2024-11-24 14:20:24,32.20,31.00,
2024-11-24 14:20:26,31.80,31.00,
2024-11-24 14:20:28,31.80,31.00,
2024-11-24 14:20:30,31.80,31.00,
2024-11-24 14:20:32,31.80,31.00,
2024-11-24 14:20:34,31.70,31.00,
2024-11-24 14:20:36,31.30,31.00,
2024-11-24 14:20:38,31.30,31.00,
2024-11-24 14:20:40,31.30,31.00,
2024-11-24 14:20:42,31.30,31.00,
2024-11-24 14:20:44,31.20,31.00,
2024-11-24 14:20:46,30.80,31.00,
2024-11-24 14:20:49,30.80,31.00,
2024-11-24 14:20:51,30.80,31.00,
2024-11-24 14:20:53,30.80,31.00,
2024-11-24 14:20:55,30.80,31.00,
2024-11-24 14:20:57,30.70,31.00,
2024-11-24 14:20:59,30.20,32.00,
2024-11-24 14:20:59,,,LED de temperatura desligado
2024-11-24 14:21:01,30.20,32.00,
2024-11-24 14:21:03,30.20,32.00,
2024-11-24 14:21:05,30.20,32.00,
2024-11-24 14:21:07,30.20,32.00,
2024-11-24 14:21:09,30.10,32.00,
2024-11-24 14:21:11,29.80,33.00,
2024-11-24 14:21:13,29.80,33.00,
2024-11-24 14:21:15,29.80,33.00,
2024-11-24 14:21:17,29.80,33.00,
2024-11-24 14:21:19,29.80,33.00,
2024-11-24 14:21:21,29.80,33.00,
2024-11-24 14:21:23,29.80,33.00,
2024-11-24 14:21:25,29.40,33.00,
2024-11-24 14:21:27,29.30,33.00,
2024-11-24 14:21:29,29.30,33.00,
2024-11-24 14:21:31,29.30,33.00,
2024-11-24 14:21:33,29.30,33.00,
2024-11-24 14:21:35,29.30,33.00,
2024-11-24 14:21:37,29.30,33.00,
2024-11-24 14:21:39,29.30,33.00,
2024-11-24 14:21:41,29.10,33.00,
2024-11-24 14:21:43,28.90,33.00,
2024-11-24 14:21:45,28.90,33.00,
2024-11-24 14:21:47,28.90,33.00,
2024-11-24 14:21:49,28.90,34.00,
2024-11-24 14:21:51,28.90,34.00,
2024-11-24 14:21:53,28.90,34.00,
2024-11-24 14:21:55,28.90,34.00,
2024-11-24 14:21:57,28.90,34.00,
2024-11-24 14:21:59,28.90,34.00,
2024-11-24 14:22:01,28.50,34.00,
2024-11-24 14:22:03,28.50,34.00,
2024-11-24 14:22:05,28.50,34.00,
2024-11-24 14:22:07,28.50,34.00,
2024-11-24 14:22:10,28.50,34.00,
2024-11-24 14:22:12,28.50,34.00,
2024-11-24 14:22:14,28.50,34.00,
2024-11-24 14:22:16,28.50,34.00,
2024-11-24 14:22:18,28.50,34.00,
2024-11-24 14:22:20,28.50,34.00,
2024-11-24 14:22:22,28.20,34.00,
2024-11-24 14:22:24,28.00,34.00,
2024-11-24 14:22:26,28.00,34.00,
2024-11-24 14:22:28,28.00,34.00,
2024-11-24 14:22:30,28.00,35.00,
2024-11-24 14:22:32,28.00,35.00,
2024-11-24 14:22:34,28.00,35.00,
2024-11-24 14:22:36,28.00,35.00,
2024-11-24 14:22:38,28.00,35.00,
2024-11-24 14:22:40,28.00,35.00,
2024-11-24 14:22:42,28.00,35.00,
2024-11-24 14:22:44,28.00,35.00,
2024-11-24 14:22:46,28.00,35.00,
2024-11-24 14:22:48,28.00,35.00,
2024-11-24 14:22:50,27.60,36.00,
2024-11-24 14:22:52,27.60,36.00,
2024-11-24 14:22:54,27.60,36.00,
2024-11-24 14:22:56,27.60,36.00,
2024-11-24 14:22:58,27.60,36.00,
2024-11-24 14:23:00,27.60,36.00,
2024-11-24 14:23:02,27.60,36.00,
2024-11-24 14:23:04,27.60,36.00,
2024-11-24 14:23:06,27.60,37.00,
2024-11-24 14:23:08,27.60,37.00,
2024-11-24 14:23:10,27.60,37.00,
2024-11-24 14:23:12,27.60,37.00,
2024-11-24 14:23:14,27.60,37.00,
2024-11-24 14:23:16,27.60,37.00,
2024-11-24 14:23:18,27.10,37.00,
2024-11-24 14:23:20,27.10,37.00,
2024-11-24 14:23:22,27.10,37.00,
2024-11-24 14:23:24,27.10,37.00,
2024-11-24 14:23:26,27.10,37.00,
2024-11-24 14:23:28,27.10,37.00,
2024-11-24 14:23:31,27.10,37.00,
2024-11-24 14:23:33,27.10,37.00,
2024-11-24 14:23:35,27.10,37.00,
2024-11-24 14:23:37,27.10,37.00,
2024-11-24 14:23:39,27.10,37.00,
2024-11-24 14:23:41,27.10,37.00,
2024-11-24 14:23:43,27.10,37.00,
2024-11-24 14:23:45,27.10,37.00,
2024-11-24 14:23:47,27.10,37.00,
2024-11-24 14:23:49,27.10,38.00,
2024-11-24 14:23:51,27.10,38.00,
2024-11-24 14:23:53,27.10,38.00,
2024-11-24 14:23:55,26.70,37.00,
2024-11-24 14:23:57,26.70,38.00,
2024-11-24 14:23:59,26.70,38.00,
2024-11-24 14:24:01,26.70,38.00,
2024-11-24 14:24:03,26.70,38.00,
2024-11-24 14:24:05,26.70,38.00,
2024-11-24 14:24:07,26.70,38.00,
2024-11-24 14:24:09,26.70,38.00,
2024-11-24 14:24:11,26.70,38.00,
2024-11-24 14:24:13,26.70,38.00,
2024-11-24 14:24:15,26.70,38.00,
2024-11-24 14:24:17,26.70,38.00,
2024-11-24 14:24:19,26.70,38.00,
2024-11-24 14:24:21,26.70,38.00,
2024-11-24 14:24:23,26.70,38.00,
2024-11-24 14:24:25,26.70,38.00,
2024-11-24 14:24:27,26.70,38.00,
2024-11-24 14:24:29,26.70,38.00,
2024-11-24 14:24:31,26.70,38.00,
2024-11-24 14:24:33,26.70,38.00,
2024-11-24 14:24:35,26.70,38.00,
2024-11-24 14:24:37,26.70,38.00,
2024-11-24 14:24:39,26.70,38.00,
2024-11-24 14:24:41,26.70,38.00,
2024-11-24 14:24:43,26.70,38.00,
2024-11-24 14:24:45,26.40,38.00,
2024-11-24 14:24:47,26.30,38.00,
2024-11-24 14:24:49,26.20,38.00,
2024-11-24 14:24:52,26.20,38.00,
2024-11-24 14:24:54,26.20,38.00,
2024-11-24 14:24:56,26.20,38.00,
2024-11-24 14:24:58,26.20,38.00,
2024-11-24 14:25:00,26.20,38.00,
2024-11-24 14:25:02,26.20,38.00,
2024-11-24 14:25:04,26.20,38.00,
2024-11-24 14:25:06,26.20,38.00,
2024-11-24 14:25:08,26.20,38.00,
2024-11-24 14:25:10,26.20,38.00,
2024-11-24 14:25:12,26.20,38.00,
2024-11-24 14:25:14,26.20,38.00,
2024-11-24 14:25:16,26.20,38.00,
2024-11-24 14:25:18,26.20,38.00,
2024-11-24 14:25:20,26.20,38.00,
2024-11-24 14:25:22,26.20,38.00,
2024-11-24 14:25:24,26.20,38.00,
2024-11-24 14:25:26,26.20,38.00,
2024-11-24 14:25:28,26.20,38.00,
2024-11-24 14:25:30,26.20,38.00,
2024-11-24 14:25:32,26.20,38.00,
2024-11-24 14:25:34,26.20,38.00,
2024-11-24 14:25:36,26.20,38.00,
2024-11-24 14:25:38,26.20,39.00,
2024-11-24 14:25:40,26.20,39.00,
2024-11-24 14:25:42,26.20,39.00,
2024-11-24 14:25:44,26.20,39.00,
2024-11-24 14:25:46,26.20,39.00,
2024-11-24 14:25:48,26.20,39.00,
2024-11-24 14:25:50,26.20,39.00,
2024-11-24 14:25:52,26.20,39.00,
2024-11-24 14:25:54,26.20,39.00,
2024-11-24 14:25:56,26.20,39.00,
2024-11-24 14:25:58,26.20,39.00,
2024-11-24 14:26:00,26.20,39.00,
2024-11-24 14:26:02,26.20,39.00,
2024-11-24 14:26:04,26.20,39.00,
2024-11-24 14:26:06,26.20,39.00,
2024-11-24 14:26:08,26.20,39.00,
2024-11-24 14:26:10,26.20,39.00,
2024-11-24 14:26:13,26.10,39.00,
2024-11-24 14:26:15,25.80,39.00,
2024-11-24 14:26:17,25.80,39.00,
2024-11-24 14:26:19,25.80,39.00,
2024-11-24 14:26:21,25.80,39.00,
2024-11-24 14:26:23,25.80,39.00,
2024-11-24 14:26:25,25.80,39.00,
2024-11-24 14:26:27,25.80,39.00,
2024-11-24 14:26:29,25.80,39.00,
2024-11-24 14:26:31,25.80,39.00,
2024-11-24 14:26:33,25.80,39.00,
2024-11-24 14:26:35,25.80,39.00,
2024-11-24 14:26:37,25.80,39.00,
2024-11-24 14:26:39,25.80,39.00,
2024-11-24 14:26:41,25.80,39.00,
2024-11-24 14:26:43,25.80,39.00,
2024-11-24 14:26:45,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:15,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:16,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:17,25.80,39.00,
2024-11-24 14:33:18,25.80,39.00,
2024-11-24 14:33:18,25.80,39.00,
2024-11-24 14:33:18,25.80,39.00,
2024-11-24 14:33:19,25.80,39.00,
2024-11-24 14:33:19,25.80,39.00,
2024-11-24 14:33:19,25.80,39.00,
2024-11-24 14:33:19,25.80,39.00,
2024-11-24 14:33:19,25.70,39.00,
2024-11-24 14:33:19,25.70,39.00,
2024-11-24 14:33:19,25.50,39.00,
2024-11-24 14:33:19,25.50,39.00,
2024-11-24 14:33:19,25.40,39.00,
2024-11-24 14:33:19,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:20,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,39.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:21,25.30,40.00,
2024-11-24 14:33:22,25.30,40.00,
2024-11-24 14:33:24,25.30,40.00,
2024-11-24 14:33:26,25.30,40.00,
2024-11-24 14:33:28,25.30,40.00,
2024-11-24 14:33:30,25.30,40.00,
2024-11-24 14:33:32,25.30,40.00,
2024-11-24 14:33:34,25.30,40.00,
2024-11-24 14:33:36,25.30,40.00,
2024-11-24 14:33:38,25.30,40.00,
2024-11-24 14:33:40,25.30,40.00,
2024-11-24 14:33:42,25.30,40.00,
2024-11-24 14:33:44,25.30,40.00,
